HarvestYear,ID2,SampleId,Crop,Crop_qcApplied,Crop_qcResult,Crop_qcPhrase,BiomassDry,BiomassDry_qcApplied,BiomassDry_qcResult,BiomassDry_qcPhrase,GrainMassDry,GrainMassDry_qcApplied,GrainMassDry_qcResult,GrainMassDry_qcPhrase,GrainMoisture,GrainMoisture_qcApplied,GrainMoisture_qcResult,GrainMoisture_qcPhrase,GrainProtein,GrainProtein_qcApplied,GrainProtein_qcResult,GrainProtein_qcPhrase,GrainStarch,GrainStarch_qcApplied,GrainStarch_qcResult,GrainStarch_qcPhrase,GrainGluten,GrainGluten_qcApplied,GrainGluten_qcResult,GrainGluten_qcPhrase,GrainTestWeight,GrainTestWeight_qcApplied,GrainTestWeight_qcResult,GrainTestWeight_qcPhrase,CropExists,CropExists_qcApplied,CropExists_qcResult,CropExists_qcPhrase,Comments,ResidueNitrogen,ResidueNitrogen_qcPhrase,ResidueNitrogen_qcApplied,ResidueNitrogen_qcResult,ResidueCarbon,ResidueCarbon_qcPhrase,ResidueCarbon_qcApplied,ResidueCarbon_qcResult,GrainNitrogen,GrainNitrogen_qcPhrase,GrainNitrogen_qcApplied,GrainNitrogen_qcResult,GrainCarbon,GrainCarbon_qcPhrase,GrainCarbon_qcApplied,GrainCarbon_qcResult,GrainMass0,GrainMass0_qcApplied,GrainMass0_qcResult,GrainMass0_qcPhrase,GrainMass125,GrainMass125_qcApplied,GrainMass125_qcResult,GrainMass125_qcPhrase,BiomassDryPerArea,BiomassDryPerArea_qcApplied,BiomassDryPerArea_qcResult,BiomassDryPerArea_qcPhrase,GrainYieldDryPerArea,GrainYieldDryPerArea_qcApplied,GrainYieldDryPerArea_qcResult,GrainYieldDryPerArea_qcPhrase,GrainMass0PerArea,GrainMass0PerArea_qcApplied,GrainMass0PerArea_qcResult,GrainMass0PerArea_qcPhrase,GrainMass125PerArea,GrainMass125PerArea_qcApplied,GrainMass125PerArea_qcResult,GrainMass125PerArea_qcPhrase,HarvestIndex,HarvestIndex_qcApplied,HarvestIndex_qcResult,HarvestIndex_qcPhrase
2017,101,CE101_Bio_SW_2017_9-E,SW,000001,000000,,1229.7,000001,000000,,620.3,000001,000000,,4.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.5,000011,000000,,74.4,000011,000000,,19.6,000011,000000,,57.2,000011,000000,,1.0,000001,000000,,,0.3755918367346939,,000001,000000,44.10178425655976,,000001,000000,,,000001,000000,,,000001,000000,594.2474,000001,000000,,668.528325,000001,000000,,504.30610236220474,000001,000000,,254.38812335958002,000001,000000,,243.70382217847768,000001,000000,,274.1667999507874,000001,000000,,0.5044319752785231,000011,000000,
2017,102,CE102_Bio_SW_2017_10-E,SW,000001,000000,,1925.7,000001,000000,,885.3,000001,000000,,4.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.5,000011,000000,,74.2,000011,000000,,21.0,000011,000000,,57.4,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,841.9203,000001,000000,,947.1603375,000001,000000,,789.7391732283464,000001,000000,,363.0659448818897,000001,000000,,345.27571358267716,000001,000000,,388.43517778051176,000001,000000,,0.4597289297398348,000011,000000,
2017,103,CE103_Bio_SW_2017_11-E,SW,000001,000000,,1952.7,000001,000000,,999.3,000001,000000,,4.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.4,000011,000000,,77.6,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",19.4,000011,000000,,60.24224999999999,000011,000000,,1.0,000001,000000,,,0.2334951740274934,,000001,000000,43.605176952325245,,000001,000000,,,000001,000000,,,000001,000000,953.3322,000001,000000,,1072.498725,000001,000000,,800.8120078740158,000001,000000,,409.8179133858267,000001,000000,,390.9662893700787,000001,000000,,439.83707554133855,000001,000000,,0.5117529574435397,000011,000000,
2017,104,CE104_Bio_SW_2017_12-E,SW,000001,000000,,,000001,000000,,683.3,000001,000000,,4.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.7,000011,000000,,77.6,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",19.8,000011,000000,,59.9,000011,000000,,1.0,000001,000000,,"Dried total biomass data missing, not present in any DET version",,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,649.8182999999999,000001,000000,,731.0455874999999,000001,000000,,,000001,000000,,280.2247375328084,000001,000000,,266.49372539370074,000001,000000,,299.8054410679133,000001,000000,,,000011,000010,"(Point) Value outside of bounds [0.08, 0.602]"
2017,105,CE105_Bio_SW_2017_13-E,SW,000001,000000,,1587.7,000001,000000,,829.3,000001,000000,,2.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.9,000011,000000,,69.1,000011,000000,,18.7,000011,000000,,58.4,000011,000000,,1.0,000001,000000,,,0.2252934131736527,,000001,000000,43.6712874251497,,000001,000000,,,000001,000000,,,000001,000000,811.0554,000001,000000,,912.437325,000001,000000,,651.123687664042,000001,000000,,340.10006561679785,000001,000000,,332.6178641732283,000001,000000,,374.19509719488184,000001,000000,,0.5223278956981797,000011,000000,
2017,106,CE106_Bio_SW_2017_14-E,SW,000001,000000,,1957.7,000001,000000,,981.3,000001,000000,,4.7,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,76.7,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",19.6,000011,000000,,59.33985,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,935.1789,000001,000000,,1052.0762625,000001,000000,,802.8625328083989,000001,000000,,402.43602362204723,000001,000000,,383.521530511811,000001,000000,,431.4617218257874,000001,000000,,0.501251468560045,000011,000000,
2017,107,CE107_Bio_SW_2017_15-E,SW,000001,000000,,,000001,000000,,,000001,000000,,,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",,000011,000010,"(Point) Value outside of bounds [7.0, 22.0]",,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",,000011,000010,"(Point) Value outside of bounds [14.0, 45.0]",,000011,000010,"(Assurance) Previous val: 0, reason: No crop at this location, sample not taken. | (Point) Value outside of bounds [0.0, 63.0]",0.0,000001,000000,"(Assurance) Previous val: 1.0, reason: No crop at this location, sample not taken.","No crop at this location, sample not taken.",,"(Assurance) Previous val: nan, reason: Sample missing from tote; not weighed/analyzed",000001,000000,,"(Assurance) Previous val: nan, reason: Sample missing from tote; not weighed/analyzed",000001,000000,,,000001,000000,,,000001,000000,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,,,000011,000010,"(Point) Value outside of bounds [0.08, 0.602]"
2017,108,CE108_Bio_SW_2017_16-E,SW,000001,000000,,2214.7,000001,000000,,1131.3,000001,000000,,1.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.3,000011,000000,,68.9,000011,000000,,18.7,000011,000000,,58.30349999999999,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,1109.8053,000001,000000,,1248.5309625,000001,000000,,908.2595144356955,000001,000000,,463.9517716535433,000001,000000,,455.1366879921259,000001,000000,,512.0287739911417,000001,000000,,0.5108141057479568,000011,000000,
2017,109,CE109_Bio_SW_2017_17-E,SW,000001,000000,,2068.7,000001,000000,,878.3,000001,000000,,4.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",13.3,000011,000000,,71.4,000011,000000,,22.7,000011,000000,,58.86749999999999,000011,000000,,1.0,000001,000000,,,0.4564521544487968,,000001,000000,44.00498601007274,,000001,000000,,,000001,000000,,,000001,000000,840.5331,000001,000000,,945.5997375,000001,000000,,848.3841863517059,000001,000000,,360.19520997375326,000001,000000,,344.7068159448819,000001,000000,,387.79516793799206,000001,000000,,0.4245661526562576,000011,000000,
2017,110,CE110_Bio_SW_2017_18-E,SW,000001,000000,,1844.7,000001,000000,,896.3,000001,000000,,5.0,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.4,000011,000000,,76.3,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",21.2,000011,000000,,60.25635,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,851.4849999999999,000001,000000,,957.9206249999999,000001,000000,,756.5206692913385,000001,000000,,367.57709973753276,000001,000000,,349.1982447506561,000001,000000,,392.8480253444881,000001,000000,,0.4858784626226486,000011,000000,
2017,111,CE111_Bio_SW_2017_19-E,SW,000001,000000,,1484.7,000001,000000,,743.3,000001,000000,,2.4,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.4,000011,000000,,69.0,000011,000000,,19.1,000011,000000,,55.5,000011,000000,,1.0,000001,000000,,,0.3193265993265993,,000001,000000,44.34963269054178,,000001,000000,,,000001,000000,,,000001,000000,725.4608,000001,000000,,816.1433999999999,000001,000000,,608.882874015748,000001,000000,,304.8310367454068,000001,000000,,297.515091863517,000001,000000,,334.70447834645665,000001,000000,,0.5006398599043577,000011,000000,
2017,112,CE112_Bio_SW_2017_20-E,SW,000001,000000,,1776.7,000001,000000,,834.3,000001,000000,,4.4,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.6,000011,000000,,70.1,000011,000000,,21.3,000011,000000,,57.8,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,797.5908,000001,000000,,897.2896499999999,000001,000000,,728.633530183727,000001,000000,,342.15059055118104,000001,000000,,327.09596456692907,000001,000000,,367.98296013779526,000001,000000,,0.4695784319243541,000011,000000,
2017,113,CE113_Bio_SW_2017_21-E,SW,000001,000000,,1466.7,000001,000000,,662.3,000001,000000,,1.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.2,000011,000000,,68.8,000011,000000,,18.7,000011,000000,,56.1,000011,000000,,1.0,000001,000000,,,0.4230089485458613,,000001,000000,43.56357382550335,,000001,000000,,,000001,000000,,,000001,000000,653.6900999999999,000001,000000,,735.4013624999999,000001,000000,,601.5009842519685,000001,000000,,271.6125328083989,000001,000000,,268.0815698818897,000001,000000,,301.5917661171259,000001,000000,,0.4515579191382013,000011,000000,
2017,114,CE114_Bio_SW_2017_22-E,SW,000001,000000,,1158.7,000001,000000,,571.3,000001,000000,,5.7,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.1,000011,000000,,73.8,000011,000000,,19.6,000011,000000,,58.9,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,538.7358999999999,000001,000000,,606.0778874999999,000001,000000,,475.18864829396324,000001,000000,,234.29297900262463,000001,000000,,220.938279199475,000001,000000,,248.55556409940937,000001,000000,,0.49305255890221794,000011,000000,
2017,115,CE115_Bio_SW_2017_23-E,SW,000001,000000,,1502.7,000001,000000,,698.3,000001,000000,,4.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",13.1,000011,000000,,69.7,000011,000000,,21.8,000011,000000,,55.6,000011,000000,,1.0,000001,000000,,,0.43786500988421345,,000001,000000,44.05772380683422,,000001,000000,,,000001,000000,,,000001,000000,668.9713999999999,000001,000000,,752.592825,000001,000000,,616.2647637795276,000001,000000,,286.37631233595795,000001,000000,,274.3485072178477,000001,000000,,308.6420706200787,000001,000000,,0.464696878951221,000011,000000,
2017,116,CE116_Bio_SW_2017_24-E,SW,000001,000000,,1513.7,000001,000000,,698.3,000001,000000,,4.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.9,000011,000000,,71.9,000011,000000,,20.5,000011,000000,,56.9,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,668.2731,000001,000000,,751.8072375,000001,000000,,620.7759186351706,000001,000000,,286.37631233595795,000001,000000,,274.0621309055118,000001,000000,,308.3198972687008,000001,000000,,0.4613199445068375,000011,000000,
2017,117,CE117_Bio_SW_2017_25-E,SW,000001,000000,,1704.7,000001,000000,,871.3,000001,000000,,4.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.2,000011,000000,,76.5,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",19.4,000011,000000,,59.3,000011,000000,,1.0,000001,000000,,,0.26435735818032335,,000001,000000,42.985922170457656,,000001,000000,,,000001,000000,,,000001,000000,828.6062999999999,000001,000000,,932.1820874999999,000001,000000,,699.1059711286089,000001,000000,,357.32447506561675,000001,000000,,339.81557578740154,000001,000000,,382.29252276082667,000001,000000,,0.5111163254531589,000011,000000,
2017,118,CE118_Bio_SW_2017_26-E,SW,000001,000000,,1784.7,000001,000000,,858.3,000001,000000,,4.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.3,000011,000000,,70.6,000011,000000,,20.7,000011,000000,,58.2,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,822.2514,000001,000000,,925.032825,000001,000000,,731.9143700787401,000001,000000,,351.99311023622045,000001,000000,,337.2093996062992,000001,000000,,379.3605745570866,000001,000000,,0.4809211632207093,000011,000000,
2017,119,CE119_Bio_SW_2017_27-E,SW,000001,000000,,2130.7,000001,000000,,989.3,000001,000000,,2.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.8,000011,000000,,69.1,000011,000000,,18.7,000011,000000,,59.3046,000011,000000,,1.0,000001,000000,,,0.4585659030050579,,000001,000000,44.54480511752454,,000001,000000,,,000001,000000,,,000001,000000,967.5354,000001,000000,,1088.477325,000001,000000,,873.8106955380576,000001,000000,,405.71686351706035,000001,000000,,396.79109251968504,000001,000000,,446.3899790846457,000001,000000,,0.464307504575961,000011,000000,
2017,120,CE120_Bio_SW_2017_28-E,SW,000001,000000,,1629.7,000001,000000,,798.3,000001,000000,,4.4,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.7,000011,000000,,72.1,000011,000000,,20.1,000011,000000,,57.4,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,763.1748,000001,000000,,858.57165,000001,000000,,668.3480971128608,000001,000000,,327.386811023622,000001,000000,,312.98179133858264,000001,000000,,352.1045152559055,000001,000000,,0.48984475670368777,000011,000000,
2017,121,CE121_Bio_SW_2017_29-E,SW,000001,000000,,932.7,000001,000000,,449.3,000001,000000,,3.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",13.5,000011,000000,,68.7,000011,000000,,20.4,000011,000000,,56.5,000011,000000,,1.0,000001,000000,,,0.4309606481481481,,000001,000000,44.86585358796296,,000001,000000,,,000001,000000,,,000001,000000,434.92240000000004,000001,000000,,489.28770000000003,000001,000000,,382.50492125984255,000001,000000,,184.26017060367454,000001,000000,,178.36384514435696,000001,000000,,200.65932578740157,000001,000000,,0.48171973839391014,000011,000000,
2017,122,CE122_Bio_SW_2017_4-F,SW,000001,000000,,1807.7,000001,000000,,1009.3,000001,000000,,4.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.4,000011,000000,,72.9,000011,000000,,19.8,000011,000000,,61.58174999999999,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,966.9094,000001,000000,,1087.773075,000001,000000,,741.3467847769028,000001,000000,,413.9189632545931,000001,000000,,396.53436679790025,000001,000000,,446.1011626476378,000001,000000,,0.5583337943242794,000011,000000,
2017,123,CE123_Bio_SW_2017_5-F,SW,000001,000000,,1829.7,000001,000000,,891.3,000001,000000,,5.0,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.7,000011,000000,,77.0,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",21.9,000011,000000,,60.15764999999999,000011,000000,,1.0,000001,000000,,,0.27820017306028266,,000001,000000,44.15679550043265,,000001,000000,,,000001,000000,,,000001,000000,846.7349999999999,000001,000000,,952.5768749999999,000001,000000,,750.3690944881889,000001,000000,,365.5265748031496,000001,000000,,347.25024606299206,000001,000000,,390.6565268208661,000001,000000,,0.4871290375471389,000011,000000,
2017,124,CE124_Bio_SW_2017_6-F,SW,000001,000000,,1687.7,000001,000000,,864.3,000001,000000,,4.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.8,000011,000000,,73.9,000011,000000,,20.6,000011,000000,,58.6,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,821.9493,000001,000000,,924.6929625,000001,000000,,692.134186351706,000001,000000,,354.4537401574803,000001,000000,,337.08550688976374,000001,000000,,379.22119525098424,000001,000000,,0.5121170824198613,000011,000000,
2017,125,CE125_Bio_SW_2017_7-F,SW,000001,000000,,1647.7,000001,000000,,876.3,000001,000000,,3.8,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,73.2,000011,000000,,19.3,000011,000000,,58.8,000011,000000,,1.0,000001,000000,,,0.28039477503628446,,000001,000000,43.70054281567489,,000001,000000,,,000001,000000,,,000001,000000,843.0006,000001,000000,,948.375675,000001,000000,,675.7299868766404,000001,000000,,359.37499999999994,000001,000000,,345.71874999999994,000001,000000,,388.93359375,000001,000000,,0.5318322510165685,000011,000000,
2017,126,CE126_Bio_SW_2017_8-F,SW,000001,000000,,1487.7,000001,000000,,798.3,000001,000000,,4.5,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.5,000011,000000,,74.9,000011,000000,,19.9,000011,000000,,60,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,762.3765,000001,000000,,857.6735625,000001,000000,,610.113188976378,000001,000000,,327.386811023622,000001,000000,,312.65440452755905,000001,000000,,351.73620509350394,000001,000000,,0.5366001209921354,000011,000000,
2017,127,CE127_Bio_SW_2017_9-F,SW,000001,000000,,1677.7,000001,000000,,829.3,000001,000000,,3.7,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.7,000011,000000,,70.4,000011,000000,,20.3,000011,000000,,57.6,000011,000000,,1.0,000001,000000,,,0.3173740803621958,,000001,000000,44.04718449349179,,000001,000000,,,000001,000000,,,000001,000000,798.6159,000001,000000,,898.4428875,000001,000000,,688.0331364829397,000001,000000,,340.10006561679785,000001,000000,,327.51636318897636,000001,000000,,368.4559085875984,000001,000000,,0.4943076831376288,000011,000000,
2017,128,CE128_Bio_SW_2017_10-F,SW,000001,000000,,1592.7,000001,000000,,830.3,000001,000000,,3.7,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.9,000011,000000,,72.3,000011,000000,,19.3,000011,000000,,59.2,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,799.5789,000001,000000,,899.5262625,000001,000000,,653.1742125984251,000001,000000,,340.5101706036745,000001,000000,,327.91129429133855,000001,000000,,368.9002060777559,000001,000000,,0.5213160042694795,000011,000000,
2017,129,CE129_Bio_SW_2017_11-F,SW,000001,000000,,1672.7,000001,000000,,906.3,000001,000000,,5.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.9,000011,000000,,75.5,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",21.7,000011,000000,,60.80624999999999,000011,000000,,1.0,000001,000000,,,0.3553837597330367,,000001,000000,43.67171579532814,,000001,000000,,,000001,000000,,,000001,000000,858.2660999999999,000001,000000,,965.5493624999999,000001,000000,,685.9826115485564,000001,000000,,371.6781496062992,000001,000000,,351.97920767716533,000001,000000,,395.97660863681097,000001,000000,,0.5418186166078794,000011,000000,
2017,130,CE130_Bio_SW_2017_12-F,SW,000001,000000,,1667.7,000001,000000,,857.3,000001,000000,,3.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,70.5,000011,000000,,19.1,000011,000000,,57.6,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,826.4372,000001,000000,,929.74185,000001,000000,,683.9320866141732,000001,000000,,351.5830052493438,000001,000000,,338.9260170603674,000001,000000,,381.29176919291336,000001,000000,,0.5140612820051568,000011,000000,
2017,131,CE131_Bio_SW_2017_13-F,SW,000001,000000,,1996.7,000001,000000,,1051.3,000001,000000,,2.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.3,000011,000000,,69.3,000011,000000,,18.8,000011,000000,,60.35505,000011,000000,,1.0,000001,000000,,,0.20074031231925965,,000001,000000,43.589864083285136,,000001,000000,,,000001,000000,,,000001,000000,1020.8122999999999,000001,000000,,1148.4138375,000001,000000,,818.8566272965879,000001,000000,,431.143372703412,000001,000000,,418.64021489501306,000001,000000,,470.9702417568897,000001,000000,,0.526518755947313,000011,000000,
2017,132,CE132_Bio_SW_2017_14-F,SW,000001,000000,,1528.7,000001,000000,,885.3,000001,000000,,1.5,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.7,000011,000000,,68.8,000011,000000,,18.5,000011,000000,,58.7,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,872.0205,000001,000000,,981.0230624999999,000001,000000,,626.9274934383202,000001,000000,,363.0659448818897,000001,000000,,357.6199557086614,000001,000000,,402.32245017224403,000001,000000,,0.5791195133119643,000011,000000,
2017,133,CE133_Bio_SW_2017_15-F,SW,000001,000000,,842.7,000001,000000,,457.3,000001,000000,,2.5,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.2,000011,000000,,69.4,000011,000000,,19.0,000011,000000,,60.3,000011,000000,,1.0,000001,000000,,,0.31220329516894724,,000001,000000,41.04144652331751,,000001,000000,,,000001,000000,,,000001,000000,445.8675,000001,000000,,501.6009375,000001,000000,,345.5954724409449,000001,000000,,187.54101049868765,000001,000000,,182.85248523622047,000001,000000,,205.70904589074803,000001,000000,,0.5426604960246826,000011,000000,
2017,134,CE134_Bio_SW_2017_16-F,SW,000001,000000,,2061.7,000001,000000,,1043.3,000001,000000,,5.4,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.6,000011,000000,,77.5,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",20.0,000011,000000,,60.79919999999999,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,986.9617999999999,000001,000000,,1110.332025,000001,000000,,845.5134514435695,000001,000000,,427.8625328083989,000001,000000,,404.7579560367454,000001,000000,,455.35270054133855,000001,000000,,0.5060387059222972,000011,000000,
2017,135,CE135_Bio_SW_2017_17-F,SW,000001,000000,,1965.7,000001,000000,,981.3,000001,000000,,3.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.1,000011,000000,,69.7,000011,000000,,19.4,000011,000000,,59.184749999999994,000011,000000,,1.0,000001,000000,,,0.2863646922183507,,000001,000000,44.612807781649245,,000001,000000,,,000001,000000,,,000001,000000,949.8983999999999,000001,000000,,1068.6356999999998,000001,000000,,806.1433727034121,000001,000000,,402.43602362204723,000001,000000,,389.5580708661417,000001,000000,,438.25282972440937,000001,000000,,0.4992114768275932,000011,000000,
2017,136,CE136_Bio_SW_2017_18-F,SW,000001,000000,,1929.7,000001,000000,,933.3,000001,000000,,4.6,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.2,000011,000000,,74.2,000011,000000,,19.6,000011,000000,,60.29864999999999,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,890.3682,000001,000000,,1001.664225,000001,000000,,791.379593175853,000001,000000,,382.7509842519685,000001,000000,,365.14443897637796,000001,000000,,410.7874938484252,000001,000000,,0.48365030833808365,000011,000000,
2017,137,CE137_Bio_SW_2017_19-F,SW,000001,000000,,1883.7,000001,000000,,976.3,000001,000000,,4.8,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.2,000011,000000,,76.5,000011,000010,"(Point) Value outside of bounds [52.0, 75.0]",19.8,000011,000000,,60.13649999999999,000011,000000,,1.0,000001,000000,,,0.26974358974358975,,000001,000000,43.77746503496503,,000001,000000,,,000001,000000,,,000001,000000,929.4376,000001,000000,,1045.6173,000001,000000,,772.5147637795276,000001,000000,,400.385498687664,000001,000000,,381.16699475065616,000001,000000,,428.8128690944881,000001,000000,,0.5182884748102139,000011,000000,
2017,138,CE138_Bio_SW_2017_20-F,SW,000001,000000,,1423.7,000001,000000,,788.3,000001,000000,,4.5,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",8.6,000011,000000,,73.3,000011,000000,,19.1,000011,000000,,58.6,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,752.8265,000001,000000,,846.9298125,000001,000000,,583.8664698162729,000001,000000,,323.2857611548556,000001,000000,,308.73790190288713,000001,000000,,347.33013964074803,000001,000000,,0.5536981105569994,000011,000000,
2017,139,CE139_Bio_SW_2017_21-F,SW,000001,000000,,1376.7,000001,000000,,668.3,000001,000000,,4.2,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.9,000011,000000,,71.9,000011,000000,,19.5,000011,000000,,58.2,000011,000000,,1.0,000001,000000,,,0.3227724925251427,,000001,000000,44.160035335689045,,000001,000000,,,000001,000000,,,000001,000000,640.2314,000001,000000,,720.260325,000001,000000,,564.5915354330708,000001,000000,,274.07316272965875,000001,000000,,262.5620898950131,000001,000000,,295.3823511318897,000001,000000,,0.48543618798576305,000011,000000,
2017,140,CE140_Bio_SW_2017_22-F,SW,000001,000000,,1359.7,000001,000000,,696.3,000001,000000,,4.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",10.3,000011,000000,,72.2,000011,000000,,19.4,000011,000000,,58.9,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,666.3591,000001,000000,,749.6539875,000001,000000,,557.619750656168,000001,000000,,285.5561023622047,000001,000000,,273.2771899606299,000001,000000,,307.4368387057086,000001,000000,,0.5120982569684488,000011,000000,
2017,141,CE141_Bio_SW_2017_23-F,SW,000001,000000,,1048.7,000001,000000,,484.3,000001,000000,,4.3,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",12.0,000011,000000,,72.3,000011,000000,,20.4,000011,000000,,56.5,000011,000000,,1.0,000001,000000,,,0.4626222222222221,,000001,000000,44.62983055555555,,000001,000000,,,000001,000000,,,000001,000000,463.4751,000001,000000,,521.4094875,000001,000000,,430.0770997375328,000001,000000,,198.61384514435696,000001,000000,,190.0734498031496,000001,000000,,213.8326310285433,000001,000000,,0.4618098598264518,000011,000000,
2017,142,CE142_Bio_SW_2017_24-F,SW,000001,000000,,1418.7,000001,000000,,643.3,000001,000000,,4.1,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",11.3,000011,000000,,72.8,000011,000000,,19.7,000011,000000,,57.6,000011,000000,,1.0,000001,000000,,,,,000001,000000,,,000001,000000,,,000001,000000,,,000001,000000,616.9246999999999,000001,000000,,694.0402874999999,000001,000000,,581.8159448818898,000001,000000,,263.82053805774274,000001,000000,,253.00389599737528,000001,000000,,284.6293829970472,000001,000000,,0.45344329315570586,000011,000000,
2017,143,CE143_Bio_SW_2017_25-F,SW,000001,000000,,1426.7,000001,000000,,685.3,000001,000000,,2.9,000011,000010,"(Point) Value outside of bounds [7.0, 25.0]",9.3,000011,000000,,69.5,000011,000000,,18.8,000011,000000,,57,000011,000000,,1.0,000001,000000,,,0.23892846629378867,,000001,000000,44.251783926994406,,000001,000000,,,000001,000000,,,000001,000000,665.4263,000001,000000,,748.6045875,000001,000000,,585.0967847769028,000001,000000,,281.04494750656164,000001,000000,,272.89464402887137,000001,000000,,307.0064745324803,000001,000000,,0.48033924441017734,000011,000000,
